SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Thu May 04 17:39:34 BRT 2017
User: aluno
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2+H08582
Integration Time (usec): 100000 (USB2+H08582)
Spectra Averaged: 1 (USB2+H08582)
Boxcar Smoothing: 0 (USB2+H08582)
Correct for Electrical Dark: No (USB2+H08582)
Strobe/Lamp Enabled: No (USB2+H08582)
Correct for Detector Non-linearity: No (USB2+H08582)
Correct for Stray Light: No (USB2+H08582)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
0,00	491,51
1,00	491,51
2,00	491,51
3,00	271,50
4,00	367,46
5,00	360,44
6,00	346,40
7,00	339,38
8,00	278,52
9,00	276,18
10,00	320,65
11,00	341,72
12,00	372,15
13,00	365,12
14,00	379,17
15,00	409,59
16,00	339,38
17,00	365,12
18,00	344,06
19,00	416,62
20,00	365,12
21,00	435,34
22,00	425,98
23,00	416,62
24,00	440,02
25,00	435,34
26,00	428,32
27,00	428,32
28,00	463,43
29,00	496,19
30,00	454,06
31,00	468,11
32,00	461,09
33,00	444,70
34,00	486,83
35,00	489,17
36,00	540,66
37,00	535,98
38,00	458,74
39,00	500,87
40,00	505,56
41,00	545,34
42,00	479,81
43,00	550,03
44,00	498,53
45,00	463,43
46,00	498,53
47,00	491,51
48,00	503,22
49,00	498,53
50,00	491,51
51,00	461,09
52,00	500,87
53,00	496,19
54,00	496,19
55,00	503,22
56,00	540,66
57,00	475,13
58,00	524,28
59,00	561,73
60,00	533,64
61,00	463,43
62,00	526,62
63,00	524,28
64,00	486,83
65,00	486,83
66,00	468,11
67,00	465,77
68,00	503,22
69,00	477,47
70,00	517,26
71,00	468,11
72,00	500,87
73,00	517,26
74,00	538,32
75,00	479,81
76,00	493,85
77,00	433,00
78,00	479,81
79,00	538,32
80,00	477,47
81,00	479,81
82,00	463,43
83,00	479,81
84,00	500,87
85,00	512,58
86,00	425,98
87,00	500,87
88,00	503,22
89,00	484,49
90,00	498,53
91,00	528,96
92,00	468,11
93,00	465,77
94,00	484,49
95,00	512,58
96,00	489,17
97,00	524,28
98,00	454,06
99,00	475,13
100,00	512,58
101,00	528,96
102,00	568,75
103,00	503,22
104,00	554,71
105,00	496,19
106,00	463,43
107,00	479,81
108,00	521,94
109,00	454,06
110,00	496,19
111,00	559,39
112,00	463,43
113,00	519,60
114,00	498,53
115,00	503,22
116,00	493,85
117,00	484,49
118,00	479,81
119,00	477,47
120,00	479,81
121,00	500,87
122,00	449,38
123,00	512,58
124,00	533,64
125,00	461,09
126,00	533,64
127,00	512,58
128,00	564,07
129,00	559,39
130,00	514,92
131,00	491,51
132,00	468,11
133,00	538,32
134,00	491,51
135,00	505,56
136,00	503,22
137,00	517,26
138,00	517,26
139,00	543,00
140,00	507,90
141,00	493,85
142,00	510,24
143,00	470,45
144,00	468,11
145,00	489,17
146,00	484,49
147,00	554,71
148,00	528,96
149,00	440,02
150,00	540,66
151,00	468,11
