Spectrum Name:	
447	344
448	313
449	263
450	262
451	236
452	209
453	213
454	183
455	166
456	159
457	126
458	132
459	110
460	121
461	110
462	93
463	75
464	86
465	71
466	60
467	59
468	61
469	43
470	39
471	36
472	29
473	36
474	24
475	27
476	25
477	17
478	20
479	12
480	16
481	27
482	12
483	16
484	8
485	8
486	17
487	13
488	10
489	15
490	8
491	9
492	6
493	8
494	13
495	11
496	9
497	7
498	12
499	7
500	11
501	10
502	10
503	6
504	9
505	9
506	5
507	5
508	9
509	5
510	10
511	6
512	7
513	2
514	5
515	10
516	6
517	6
518	11
519	4
520	10
521	6
522	6
523	6
524	11
525	3
526	9
527	7
528	12
529	7
530	3
531	7
532	4
533	12
534	6
535	2
536	10
537	10
538	5
539	5
540	7
541	4
542	6
543	5
544	7
545	3
546	10
547	6
548	7
549	3
550	2
551	9
552	5
553	5
554	6
555	9
556	6
557	6
558	5
559	3
560	2
561	6
562	8
563	6
564	6
565	12
566	6
567	7
568	4
569	7
570	10
571	6
572	3
573	10
574	5
575	6
576	6
577	4
578	10
579	9
580	8
581	3
582	2
583	3
584	3
585	9
586	5
587	5
588	8
589	1
590	2
591	0
592	5
593	6
594	3
595	9
596	9
597	4
598	6
599	6
600	5
601	3
602	4
603	3
604	2
605	2
606	6
607	6
608	2
609	7
610	6
611	9
612	7
613	1
614	7
615	5
616	3
617	5
618	5
619	6
620	5
621	4
622	9
623	4
624	8
625	6
626	4
627	8
628	2
629	6
630	4
631	5
632	3
633	4
634	4
635	4
636	4
637	0
638	5
639	3
640	3
641	2
642	8
643	5
644	6
645	5
646	5
647	5
648	5
649	4
650	0
651	4
652	4
653	2
654	6
655	6
656	2
657	6
658	3
659	7
660	7
661	2
662	4
663	6
664	3
665	3
666	5
667	5
668	3
669	5
670	5
671	3
672	6
673	6
674	5
675	3
676	3
677	8
678	2
679	3
680	3
681	8
682	6
683	2
684	5
685	3
686	3
687	6
688	0
689	6
690	2
691	3
692	4
693	2
694	5
695	5
696	2
697	7
698	2
699	5
700	2
701	5
702	2
703	2
704	1
705	3
706	9
707	2
708	2
709	7
710	4
711	2
712	4
713	6
714	5
715	2
716	1
717	3
718	4
719	0
720	2
721	8
722	2
723	4
724	3
725	5
726	5
727	5
728	4
729	3
730	4
731	4
732	0
733	4
734	6
735	3
736	6
737	2
738	4
739	3
740	5
741	1
742	3
743	2
744	3
745	3
746	2
747	4
748	3
749	4
750	6
751	1
752	0
753	1
754	4
755	5
756	3
757	5
758	1
759	1
760	3
761	1
762	0
763	3
764	1
765	3
766	0
767	2
768	3
769	2
770	1
771	1
772	5
773	3
774	2
775	4
776	0
777	2
778	3
779	0
780	2
781	1
782	5
783	1
784	1
785	2
786	3
787	3
788	3
789	1
790	3
791	2
792	4
793	1
794	0
795	3
796	1
797	1
798	1
799	1
800	2
801	2
802	0
803	2
804	2
805	2
806	3
807	2
808	3
809	2
810	3
811	3
812	3
813	3
814	3
815	2
816	1
817	5
818	2
819	4
820	2
821	4
822	2
823	5
824	1
825	2
826	8
827	3
828	2
829	4
830	3
831	4
832	7
833	5
834	3
835	3
836	5
837	3
838	3
839	3
840	2
841	1
842	1
843	3
844	2
845	3
846	1
847	3
848	4
849	0
850	2
851	3
852	4
853	3
854	1
855	4
856	2
857	1
858	1
859	2
860	2
861	1
862	3
863	1
864	1
865	3
866	3
867	1
868	2
869	1
870	4
871	3
872	2
873	3
874	3
875	3
876	3
877	2
878	0
879	2
880	3
881	0
882	0
883	4
884	4
885	2
886	0
887	1
888	0
889	3
890	1
891	3
892	3
893	1
894	2
895	0
896	3
897	1
898	0
899	2
900	1
901	2
902	4
903	0
904	2
905	3
906	5
907	2
908	3
909	3
910	2
911	1
912	2
913	3
914	1
915	1
916	3
917	3
918	1
919	3
920	2
921	2
922	1
923	3
924	1
925	1
926	4
927	2
928	1
929	1
930	2
931	1
932	4
933	1
934	3
935	0
936	2
937	1
938	0
939	4
940	2
941	2
942	2
943	2
944	0
945	1
946	4
947	0
948	1
949	1
950	1
951	1
952	2
953	1
954	0
955	2
956	1
957	0
958	1
959	0
960	4
961	0
962	1
963	0
964	0
965	2
966	0
967	1
968	2
969	3
970	1
971	0
972	0
973	0
974	2
975	1
976	1
977	0
978	4
979	0
980	1
981	1
982	2
983	0
984	3
985	3
986	0
987	3
988	2
989	1
990	3
991	1
992	2
993	1
994	0
995	2
996	1
997	2
998	0
999	0
1000	2
1001	2
1002	2
1003	2
1004	1
1005	2
1006	1
1007	0
1008	0
1009	3
1010	0
1011	0
1012	1
1013	1
1014	2
1015	0
1016	2
1017	1
1018	1
1019	3
1020	3
1021	4
1022	1
1023	1
