Spectrum Name:	
Description:	
Student ID:	
Detector Used:	
Comments:	
Acquisition Mode:	PHA Amp.
High Voltage:	550
Conversion Gain:	1024
Coarse Gain:	32
Fine Gain:	1.492
ULD:	100.0%
LLD:	0.0%
Calibration Coefficients:	-4.14632	1.54478	0.000139447
Channels used to calibrate:	51	324	773
Energies used to calibrate:	75	511	1273.29
Real Time Elapsed:	1299.52
Live Time Elapsed:	17.46
Start Time:	08/05/2017 11:36:56
Stop Time:	08/05/2017 11:58:49

ROIs:
Number	Low	High	Gross	Net	FWHM	Centroid

Data:
0	16410027
1	2589149
2	15703563
3	94514
4	11815
5	8240
6	7981
7	8827
8	5250
9	3287
10	2410
11	987
12	889
13	908
14	937
15	971
16	995
17	1234
18	2190
19	2046
20	2283
21	1675
22	588
23	400
24	469
25	428
26	524
27	7124
28	23630
29	5578
30	558
31	482
32	474
33	523
34	499
35	537
36	488
37	521
38	505
39	477
40	547
41	597
42	575
43	613
44	718
45	714
46	764
47	789
48	856
49	877
50	959
51	1003
52	1009
53	1005
54	1062
55	976
56	1033
57	928
58	880
59	924
60	712
61	726
62	705
63	644
64	598
65	586
66	553
67	513
68	494
69	484
70	450
71	418
72	454
73	452
74	463
75	476
76	465
77	423
78	476
79	387
80	472
81	462
82	434
83	444
84	476
85	445
86	460
87	451
88	415
89	448
90	406
91	433
92	455
93	463
94	490
95	505
96	439
97	483
98	457
99	460
100	481
101	436
102	450
103	449
104	472
105	493
106	460
107	494
108	513
109	450
110	491
111	465
112	483
113	519
114	501
115	443
116	449
117	523
118	510
119	532
120	514
121	486
122	561
123	513
124	525
125	520
126	525
127	577
128	532
129	563
130	562
131	547
132	539
133	555
134	543
135	568
136	537
137	543
138	538
139	565
140	555
141	555
142	561
143	560
144	552
145	591
146	597
147	554
148	578
149	578
150	536
151	574
152	578
153	561
154	570
155	585
156	611
157	599
158	567
159	580
160	570
161	531
162	552
163	583
164	529
165	557
166	573
167	593
168	551
169	567
170	535
171	534
172	529
173	554
174	544
175	507
176	563
177	544
178	567
179	524
180	537
181	521
182	500
183	549
184	531
185	515
186	505
187	572
188	490
189	470
190	488
191	449
192	468
193	441
194	487
195	492
196	466
197	470
198	503
199	452
200	457
201	446
202	482
203	434
204	441
205	426
206	476
207	447
208	433
209	449
210	448
211	432
212	440
213	432
214	422
215	460
216	400
217	449
218	404
219	452
220	409
221	426
222	426
223	417
224	418
225	424
226	375
227	441
228	394
229	377
230	413
231	392
232	393
233	402
234	384
235	394
236	392
237	420
238	394
239	412
240	424
241	368
242	374
243	413
244	422
245	408
246	375
247	391
248	397
249	382
250	365
251	379
252	433
253	362
254	405
255	350
256	370
257	392
258	395
259	358
260	337
261	325
262	372
263	358
264	357
265	345
266	358
267	353
268	365
269	340
270	379
271	368
272	351
273	347
274	310
275	356
276	362
277	372
278	336
279	326
280	326
281	352
282	344
283	327
284	346
285	324
286	312
287	331
288	327
289	343
290	309
291	348
292	324
293	276
294	282
295	315
296	316
297	282
298	288
299	274
300	262
301	254
302	266
303	277
304	261
305	256
306	244
307	223
308	249
309	239
310	240
311	189
312	191
313	202
314	191
315	167
316	163
317	159
318	164
319	151
320	158
321	144
322	135
323	162
324	160
325	158
326	167
327	138
328	127
329	137
330	123
331	136
332	137
333	142
334	137
335	119
336	119
337	142
338	135
339	119
340	120
341	121
342	136
343	112
344	135
345	146
346	167
347	142
348	151
349	144
350	126
351	139
352	141
353	169
354	161
355	156
356	171
357	157
358	171
359	168
360	149
361	168
362	196
363	209
364	206
365	220
366	211
367	251
368	252
369	245
370	232
371	239
372	266
373	264
374	283
375	318
376	308
377	320
378	370
379	358
380	383
381	416
382	384
383	441
384	453
385	437
386	442
387	444
388	482
389	497
390	506
391	583
392	526
393	603
394	659
395	646
396	665
397	702
398	673
399	723
400	718
401	712
402	781
403	837
404	819
405	716
406	811
407	834
408	844
409	836
410	869
411	874
412	835
413	855
414	881
415	871
416	814
417	892
418	857
419	901
420	855
421	826
422	932
423	838
424	799
425	859
426	773
427	784
428	745
429	797
430	687
431	731
432	690
433	671
434	597
435	593
436	556
437	566
438	517
439	517
440	477
441	452
442	428
443	421
444	389
445	380
446	326
